,0,1,2,3,4,5,6,7,8,9,10,11,12
331,1509043708520,0.0,0.156,0.013999999999999999,-0.0005,1.0,-0.0003,0.0,0.01,0.0,0.0,0.0,True
333,1509043708620,0.0,0.156,0.013999999999999999,-0.0005,1.0,-0.0003,0.0,0.01,0.0,0.0,0.0,True
335,1509043708720,0.0,0.156,0.013999999999999999,-0.0005,1.0,-0.0003,0.0,0.0,0.0,0.0,0.0,True
337,1509043708853,0.0,0.156,0.015,-0.0005,1.0,-0.0003,0.0,0.0,0.0,0.0,0.0,True
339,1509043708953,0.0,0.156,0.015,-0.0005,1.0,-0.0003,0.0,0.0,0.0,0.0,0.0,True
341,1509043709053,0.0,0.156,0.015,-0.0005,1.0,-0.0003,0.0,0.0,0.0,0.0,0.0,True
343,1509043709154,0.0,0.156,0.015,-0.0005,1.0,-0.0003,0.0,0.0,0.0,0.0,0.0,True
344,1509043709207,0.0,0.156,0.015,-0.0005,1.0,-0.0003,0.0,0.01,0.0,0.0,0.0,True
346,1509043709337,0.0,0.156,0.015,-0.0005,1.0,-0.0003,0.0,0.01,0.0,0.0,0.0,True
348,1509043709438,0.0,0.156,0.015,-0.0005,1.0,-0.0003,0.0,0.01,0.0,0.0,0.0,True
349,1509043709508,0.0,0.156,0.015,-0.0005,1.0,-0.0003,0.0,0.01,0.00132,0.0,0.071435094,True
351,1509043709622,0.0,0.156,0.015,-0.0005,1.0,-0.0003,0.0,0.06,0.00132,0.0,0.35717550000000003,True
353,1509043709737,0.0,0.156,0.015,-0.0005,1.0,-0.0004,0.0,0.18,0.00132,0.0,0.64287025,True
355,1509043709837,0.0,0.156,0.015,-0.0005,1.0,-0.0004,0.0,0.19,0.00132,0.0,0.7380865,True
357,1509043709938,0.0,0.156,0.016,-0.0005,1.0,-0.0004,0.0,0.27,0.00132,0.0,0.97621876,True
359,1509043710041,0.0,0.156,0.016,-0.0005,1.0,-0.0004,0.0,0.34,0.00132,0.0,1.2381095,True
