,0,1,2,3,4,5,6,7,8,9,10,11,12
152,1507917389312,0.0,0.156,0.006999999999999999,-0.0005,1.0,-0.0003,0.0,0.0,-0.00137,0.0,0.0,True
153,1507917389362,0.0,0.156,0.006999999999999999,-0.0005,1.0,-0.0003,0.0,0.0,-0.00137,0.0,0.0,True
154,1507917389413,0.0,0.156,0.006999999999999999,-0.0005,1.0,-0.0003,0.0,0.01,-0.00137,0.0,0.0,True
156,1507917389529,0.0,0.156,0.006999999999999999,-0.0005,1.0,-0.0003,0.0,0.0,-0.00137,0.0,0.0,True
158,1507917389629,0.0,0.156,0.006999999999999999,-0.0005,1.0,-0.0003,0.0,0.0,-0.00137,0.0,0.0,True
159,1507917389694,0.0,0.156,0.006999999999999999,-0.0005,1.0,-0.0003,0.0,0.01,-0.00137,0.0,0.0,True
162,1507917389844,0.0,0.156,0.006999999999999999,-0.0005,1.0,-0.0003,0.0,0.0,-0.00137,0.0,0.0,True
163,1507917389894,0.0,0.156,0.006999999999999999,-0.0005,1.0,-0.0003,0.0,0.0,-0.00137,0.0,0.0,True
165,1507917389994,0.0,0.156,0.006999999999999999,-0.0005,1.0,-0.0003,0.0,0.01,-0.00137,0.0,0.0,True
167,1507917390094,0.0,0.156,0.006999999999999999,-0.0005,1.0,-0.0003,0.0,0.0,-0.00137,0.0,0.0,True
170,1507917390245,0.0,0.156,0.006999999999999999,-0.0005,1.0,-0.0003,0.0,0.01,-0.00137,0.0,0.0,True
171,1507917390295,0.0,0.156,0.006999999999999999,-0.0005,1.0,-0.0003,0.0,0.0,-0.00137,0.0,0.0,True
173,1507917390395,0.0,0.156,0.008,-0.0005,1.0,-0.0003,0.0,0.0,-0.00137,0.0,0.0,True
175,1507917390495,0.0,0.156,0.008,-0.0005,1.0,-0.0003,0.0,0.0,-0.00137,0.0,0.0,True
178,1507917390645,0.0,0.156,0.008,-0.0005,1.0,-0.0003,0.0,0.01,-0.00137,0.0,0.0,True
179,1507917390695,0.0,0.156,0.008,-0.0005,1.0,-0.0003,0.0,0.0,-0.00137,0.0,0.0,True
181,1507917390795,0.0,0.156,0.008,-0.0005,1.0,-0.0003,0.0,0.0,-0.00137,0.0,0.0,True
183,1507917390895,0.0,0.156,0.008,-0.0005,1.0,-0.0003,0.0,0.0,-0.00137,0.0,0.0,True
185,1507917390995,0.0,0.156,0.008,-0.0005,1.0,-0.0003,0.0,0.0,-0.00137,0.0,0.0,True
187,1507917391096,0.0,0.156,0.008,-0.0005,1.0,-0.0003,0.0,0.0,-0.00137,0.0,0.0,True
189,1507917391212,0.0,0.156,0.008,-0.0005,1.0,-0.0003,0.0,0.01,-0.00137,0.0,0.0,True
191,1507917391312,0.0,0.156,0.008,-0.0005,1.0,-0.0003,0.0,0.01,-0.00137,0.0,0.0,True
193,1507917391412,0.0,0.156,0.008,-0.0005,1.0,-0.0003,0.0,0.01,-0.00137,0.0,0.0,True
195,1507917391512,0.0,0.156,0.009000000000000001,-0.0005,1.0,-0.0003,0.0,0.01,-0.00137,0.0,0.0,True
197,1507917391612,0.0,0.156,0.009000000000000001,-0.0005,1.0,-0.0003,0.0,0.01,-0.00137,0.0,0.0,True
199,1507917391712,0.0,0.156,0.009000000000000001,-0.0005,1.0,-0.0003,0.0,0.01,-0.00137,0.0,0.0,True
201,1507917391813,0.0,0.156,0.009000000000000001,-0.0005,1.0,-0.0003,0.0,0.01,-0.00137,0.0,0.0,True
203,1507917391913,0.0,0.156,0.009000000000000001,-0.0005,1.0,-0.0003,0.0,0.01,-0.00137,0.0,0.0,True
205,1507917392013,0.0,0.156,0.009000000000000001,-0.0005,1.0,-0.0003,0.0,0.01,-0.00137,0.0,0.0,True
207,1507917392113,0.0,0.156,0.009000000000000001,-0.0005,1.0,-0.0003,0.0,0.01,-0.00137,0.0,0.0,True
209,1507917392213,0.0,0.156,0.009000000000000001,-0.0005,1.0,-0.0003,0.0,0.01,-0.00137,0.0,0.0,True
211,1507917392313,0.0,0.156,0.009000000000000001,-0.0005,1.0,-0.0003,0.0,0.01,-0.00137,0.0,0.0,True
213,1507917392413,0.0,0.156,0.009000000000000001,-0.0005,1.0,-0.0003,0.0,0.01,-0.00137,0.0,0.0,True
