,0,1,2,3,4,5,6,7,8,9,10,11,12
345,1510250821341,0.0,0.156,0.013999999999999999,-0.0005,1.0,-0.0003,0.0,0.0,0.00075,0.0,0.0,True
346,1510250821392,0.0,0.156,0.013999999999999999,-0.0005,1.0,-0.0003,0.0,0.01,0.00075,0.0,0.0,True
348,1510250821495,0.0,0.156,0.013999999999999999,-0.0005,1.0,-0.0003,0.0,0.01,0.00075,0.0,0.0,True
350,1510250821611,0.0,0.156,0.013999999999999999,-0.0005,1.0,-0.0003,0.0,0.0,0.00075,0.0,0.0,True
352,1510250821725,0.0,0.156,0.015,-0.0005,1.0,-0.0003,0.0,0.01,0.00075,0.0,0.0,True
353,1510250821778,0.0,0.156,0.013999999999999999,-0.0005,1.0,-0.0003,0.0,0.0,0.00075,0.0,0.0,True
355,1510250821912,0.0,0.156,0.015,-0.0005,1.0,-0.0003,0.0,0.0,0.00075,0.0,0.0,True
356,1510250821980,0.0,0.156,0.015,-0.0005,1.0,-0.0003,0.0,0.0,0.00075,0.0,0.0,True
358,1510250822111,0.0,0.156,0.015,-0.0005,1.0,-0.0003,0.0,0.0,0.00075,0.0,0.0,True
359,1510250822180,0.0,0.156,0.015,-0.0005,1.0,-0.0003,0.0,0.0,0.00075,0.0,0.0,True
361,1510250822312,0.0,0.156,0.015,-0.0005,1.0,-0.0003,0.0,0.0,0.0007099999999999999,0.0,0.0,True
362,1510250822377,0.0,0.156,0.015,-0.0005,1.0,-0.0003,0.0,0.0,0.00058,0.0,0.0,True
364,1510250822510,0.0,0.156,0.015,-0.0005,1.0,-0.0003,0.0,0.0,0.00079,0.0,0.0,True
366,1510250822611,0.0,0.156,0.015,-0.0005,1.0,-0.0003,0.0,0.0,0.00079,0.0,0.0,True
367,1510250822678,0.0,0.156,0.015,-0.0005,1.0,-0.0003,0.0,0.0,0.00079,0.0,0.0,True
369,1510250822798,0.0,0.156,0.015,-0.0005,1.0,-0.0003,0.0,0.0,0.0008300000000000001,0.0,0.0,True
371,1510250822914,0.0,0.156,0.015,-0.0005,1.0,-0.0003,0.0,0.0,0.00075,0.0,0.0,True
372,1510250822979,0.0,0.156,0.015,-0.0005,1.0,-0.0003,0.0,0.0,0.00066,0.0,0.0,True
374,1510250823097,0.0,0.156,0.016,-0.0005,1.0,-0.0003,0.0,0.0,0.00066,0.0,0.0,True
376,1510250823213,0.0,0.156,0.016,-0.0005,1.0,-0.0003,0.0,0.0,0.00066,0.0,0.0,True
378,1510250823345,0.0,0.156,0.016,-0.0005,1.0,-0.0003,0.0,0.0,0.00066,0.0,0.0,True
379,1510250823412,0.0,0.156,0.016,-0.0005,1.0,-0.0003,0.0,0.0,0.00066,0.0,0.0,True
380,1510250823479,0.0,0.156,0.016,-0.0005,1.0,-0.0003,0.0,0.0,0.00066,0.0,0.0,True
382,1510250823612,0.0,0.156,0.016,-0.0005,1.0,-0.0003,0.0,0.0,0.00066,0.0,0.0,True
383,1510250823678,0.0,0.156,0.016,-0.0005,1.0,-0.0003,0.0,0.0,0.00066,0.0,0.0,True
385,1510250823795,0.0,0.156,0.016,-0.0005,1.0,-0.0003,0.0,0.01,0.00066,0.0,0.0,True
387,1510250823912,0.0,0.156,0.016,-0.0005,1.0,-0.0003,0.0,0.0,0.00066,0.0,0.0,True
388,1510250823980,0.0,0.156,0.016,-0.0005,1.0,-0.0003,0.0,0.0,0.00066,0.0,0.0,True
390,1510250824112,0.0,0.156,0.016,-0.0005,1.0,-0.0003,0.0,0.0,0.00066,0.0,0.0,True
391,1510250824179,0.0,0.156,0.017,-0.0005,1.0,-0.0003,0.0,0.0,0.00066,0.0,0.0,True
393,1510250824306,0.0,0.156,0.017,-0.0005,1.0,-0.0003,0.0,0.01,0.00066,0.0,0.0,True
395,1510250824412,0.0,0.156,0.017,-0.0005,1.0,-0.0003,0.0,0.0,0.00066,0.0,0.0,True
397,1510250824528,0.0,0.156,0.017,-0.0005,1.0,-0.0003,0.0,0.01,0.0007099999999999999,0.0,0.0,True
399,1510250824631,0.0,0.156,0.017,-0.0005,1.0,-0.0003,0.0,0.01,0.00075,0.0,0.0,True
400,1510250824695,0.0,0.156,0.017,-0.0005,1.0,-0.0003,0.0,0.01,0.0008300000000000001,0.0,0.0,True
401,1510250824755,0.0,0.156,0.017,-0.0005,1.0,-0.0003,0.0,0.0,0.0008699999999999999,0.0,0.0,True
403,1510250824940,0.0,0.156,0.017,-0.0005,1.0,-0.0003,0.0,0.0,0.00197,0.0,0.0,True
404,1510250824991,0.0,0.156,0.017,-0.0005,1.0,-0.0003,0.0,0.0,0.00193,0.0,0.0,True
406,1510250825127,0.0,0.156,0.017,-0.0005,1.0,-0.0003,0.0,0.0,0.00173,0.0,0.0,True
407,1510250825223,0.0,0.156,0.017,-0.0005,1.0,-0.0003,0.0,0.0,0.00173,0.0,0.0,True
409,1510250825327,0.0,0.156,0.018000000000000002,-0.0005,1.0,-0.0003,0.0,0.01,0.00168,0.0,0.0,True
411,1510250825428,0.0,0.156,0.018000000000000002,-0.0005,1.0,-0.0003,0.0,0.01,0.00164,0.0,0.0,True
413,1510250825528,0.0,0.156,0.018000000000000002,-0.0005,1.0,-0.0003,0.0,0.01,0.00164,0.0,0.0,True
415,1510250825628,0.0,0.156,0.018000000000000002,-0.0005,1.0,-0.0003,0.0,0.01,0.00164,0.0,0.0,True
417,1510250825728,0.0,0.156,0.018000000000000002,-0.0005,1.0,-0.0003,0.0,0.01,0.00164,0.0,0.0,True
419,1510250825828,0.0,0.156,0.018000000000000002,-0.0005,1.0,-0.0003,0.0,0.01,0.00164,0.0,0.0,True
421,1510250825928,0.0,0.156,0.018000000000000002,-0.0005,1.0,-0.0003,0.0,0.01,0.00164,0.0,0.0,True
423,1510250826028,0.0,0.156,0.018000000000000002,-0.0005,1.0,-0.0003,0.0,0.01,0.0016,0.0,0.0,True
425,1510250826128,0.0,0.156,0.018000000000000002,-0.0005,1.0,-0.0003,0.0,0.01,0.0016,0.0,0.0,True
427,1510250826229,0.0,0.156,0.018000000000000002,-0.0005,1.0,-0.0003,0.0,0.01,0.0016,0.0,0.0,True
429,1510250826329,0.0,0.156,0.018000000000000002,-0.0005,1.0,-0.0003,0.0,0.01,0.0016,0.0,0.0,True
431,1510250826429,0.0,0.156,0.018000000000000002,-0.0005,1.0,-0.0003,0.0,0.01,0.0016,0.0,0.0,True
433,1510250826529,0.0,0.156,0.019,-0.0005,1.0,-0.0003,0.0,0.01,0.0016,0.0,0.0,True
435,1510250826629,0.0,0.156,0.019,-0.0005,1.0,-0.0003,0.0,0.01,0.0016,0.0,0.0,True
437,1510250826729,0.0,0.156,0.019,-0.0005,1.0,-0.0003,0.0,0.01,0.0016,0.0,0.0,True
439,1510250826829,0.0,0.156,0.019,-0.0005,1.0,-0.0003,0.0,0.01,0.0016,0.0,0.0,True
441,1510250826929,0.0,0.156,0.019,-0.0005,1.0,-0.0003,0.0,0.01,0.0016,0.0,0.0,True
443,1510250827030,0.0,0.156,0.019,-0.0005,1.0,-0.0003,0.0,0.01,0.0016,0.0,0.0,True
445,1510250827130,0.0,0.156,0.019,-0.0005,1.0,-0.0003,0.0,0.01,0.0016,0.0,0.0,True
447,1510250827230,0.0,0.156,0.019,-0.0005,1.0,-0.0003,0.0,0.01,0.0016,0.0,0.0,True
449,1510250827330,0.0,0.156,0.019,-0.0005,1.0,-0.0003,0.0,0.01,0.0016,0.0,0.0,True
451,1510250827430,0.0,0.156,0.019,-0.0005,1.0,-0.0003,0.0,0.01,0.0016,0.0,0.0,True
453,1510250827530,0.0,0.156,0.019,-0.0005,1.0,-0.0003,0.0,0.01,0.0016,0.0,0.0,True
454,1510250827580,0.0,0.156,0.019,-0.0005,1.0,-0.0003,0.0,0.0,0.0016,0.0,0.0,True
456,1510250827696,0.0,0.156,0.02,-0.0005,1.0,-0.0003,0.0,0.01,0.0016,0.0,0.0,True
458,1510250827797,0.0,0.156,0.02,-0.0005,1.0,-0.0003,0.0,0.01,0.0016,0.0,0.0,True
