,0,1,2,3,4,5,6,7,8,9,10,11,12
260,1508521676383,0.0,0.156,0.011000000000000001,-0.0005,1.0,-0.0003,0.0,0.01,0.0,0.0,0.0,True
261,1508521676433,0.0,0.156,0.011000000000000001,-0.0005,1.0,-0.0003,0.0,0.0,0.0,0.0,0.0,True
263,1508521676533,0.0,0.156,0.011000000000000001,-0.0005,1.0,-0.0003,0.0,0.0,0.0,0.0,0.0,True
265,1508521676667,0.0,0.156,0.011000000000000001,-0.0005,1.0,-0.0003,0.0,0.0,0.0,0.0,0.0,True
267,1508521676783,0.0,0.156,0.012,-0.0005,1.0,-0.0003,0.0,0.01,0.0,0.0,0.0,True
268,1508521676852,0.0,0.156,0.012,-0.0005,1.0,-0.0003,0.0,0.0,0.00054,0.0,0.0,True
270,1508521676967,0.0,0.156,0.012,-0.0005,1.0,-0.0003,0.0,0.0,0.00054,0.0,0.0,True
271,1508521677034,0.0,0.156,0.012,-0.0005,1.0,-0.0003,0.0,0.0,0.00054,0.0,0.0,True
273,1508521677150,0.0,0.156,0.012,-0.0005,1.0,-0.0003,0.0,0.01,0.00054,0.0,0.0,True
275,1508521677250,0.0,0.156,0.012,-0.0005,1.0,-0.0003,0.0,0.01,0.00054,0.0,0.0,True
277,1508521677350,0.0,0.156,0.012,-0.0005,1.0,-0.0003,0.0,0.01,0.00054,0.0,0.0,True
278,1508521677428,0.0,0.156,0.012,-0.0005,1.0,-0.0003,0.0,0.0,0.00054,0.0,0.0,True
280,1508521677551,0.0,0.156,0.012,-0.0005,1.0,-0.0003,0.0,0.01,0.00054,0.0,0.0,True
282,1508521677652,0.0,0.156,0.012,-0.0005,1.0,-0.0003,0.0,0.01,0.00054,0.0,0.0,True
284,1508521677768,0.0,0.156,0.012,-0.0005,1.0,-0.0003,0.0,0.0,0.00054,0.0,0.0,True
285,1508521677818,0.0,0.156,0.013000000000000001,-0.0005,1.0,-0.0003,0.0,0.01,0.00054,0.0,0.0,True
287,1508521677936,0.0,0.156,0.013000000000000001,-0.0005,1.0,-0.0003,0.0,0.0,0.00054,0.0,0.0,True
289,1508521678051,0.0,0.156,0.013000000000000001,-0.0005,1.0,-0.0003,0.0,0.01,0.00054,0.0,0.0,True
291,1508521678151,0.0,0.156,0.013000000000000001,-0.0005,1.0,-0.0003,0.0,0.01,0.00054,0.0,0.0,True
293,1508521678268,0.0,0.156,0.013000000000000001,-0.0005,1.0,-0.0003,0.0,0.0,0.00054,0.0,0.0,True
