,0,1,2,3,4,5,6,7,8,9,10,11,12
135,1501876329813,0.0,0.156,0.006,-0.0005,1.0,-0.0003,0.0,0.01,0.0,0.0,0.0,True
137,1501876329930,0.0,0.156,0.006,-0.0005,1.0,-0.0003,0.0,0.0,0.0,0.0,0.0,True
139,1501876330031,0.0,0.156,0.006,-0.0005,1.0,-0.0003,0.0,0.0,0.0,0.0,0.0,True
141,1501876330131,0.0,0.156,0.006,-0.0005,1.0,-0.0003,0.0,0.0,0.0,0.0,0.0,True
143,1501876330231,0.0,0.156,0.006,-0.0005,1.0,-0.0003,0.0,0.0,0.0,0.0,0.0,True
145,1501876330348,0.0,0.156,0.006,-0.0005,1.0,-0.0003,0.0,0.01,0.0,0.0,0.0,True
146,1501876330414,0.0,0.156,0.006,-0.0005,1.0,-0.0003,0.0,0.01,0.0,0.0,0.0,True
147,1501876330482,0.0,0.156,0.006,-0.0005,1.0,-0.0003,0.0,0.0,0.0,0.0,0.0,True
149,1501876330598,0.0,0.156,0.006,-0.0005,1.0,-0.0003,0.0,0.0,0.0,0.0,0.0,True
151,1501876330714,0.0,0.156,0.006,-0.0005,1.0,-0.0003,0.0,0.01,0.0,0.0,0.0,True
153,1501876330815,0.0,0.156,0.006,-0.0005,1.0,-0.0003,0.0,0.01,0.0,0.0,0.0,True
154,1501876330883,0.0,0.156,0.006,-0.0005,1.0,-0.0003,0.0,0.01,0.0,0.0,0.0,True
156,1501876330998,0.0,0.156,0.006,-0.0005,1.0,-0.0003,0.0,0.0,0.0,0.0,0.0,True
159,1501876331148,0.0,0.156,0.006999999999999999,-0.0005,1.0,-0.0003,0.0,0.01,0.0,0.0,0.0,True
161,1501876331250,0.0,0.156,0.006999999999999999,-0.0005,1.0,-0.0003,0.0,0.0,0.0,0.0,0.0,True
162,1501876331315,0.0,0.156,0.006999999999999999,-0.0005,1.0,-0.0003,0.0,0.01,0.0,0.0,0.0,True
164,1501876331431,0.0,0.156,0.006999999999999999,-0.0005,1.0,-0.0003,0.0,0.0,0.0,0.0,0.0,True
166,1501876331531,0.0,0.156,0.006999999999999999,-0.0005,1.0,-0.0003,0.0,0.0,0.0,0.0,0.0,True
168,1501876331649,0.0,0.156,0.006999999999999999,-0.0005,1.0,-0.0003,0.0,0.01,0.0,0.0,0.0,True
169,1501876331699,0.0,0.156,0.006999999999999999,-0.0005,1.0,-0.0003,0.0,0.0,0.0,0.0,0.0,True
171,1501876331800,0.0,0.156,0.006999999999999999,-0.0005,1.0,-0.0003,0.0,0.0,0.0,0.0,0.0,True
173,1501876331916,0.0,0.156,0.006999999999999999,-0.0005,1.0,-0.0003,0.0,0.01,0.0,0.0,0.0,True
175,1501876332032,0.0,0.156,0.006999999999999999,-0.0005,1.0,-0.0003,0.0,0.0,0.0,0.0,0.0,True
176,1501876332086,0.0,0.156,0.006999999999999999,-0.0005,1.0,-0.0003,0.0,0.0,0.0,0.0,0.0,True
178,1501876332216,0.0,0.156,0.008,-0.0005,1.0,-0.0003,0.0,0.01,0.0,0.0,0.0,True
