,0,1,2,3,4,5,6,7,8,9,10,11,12
277,1501874283206,0.0,0.156,0.012,-0.0005,1.0,-0.0003,0.0,0.0,-0.00121,0.0,0.0,True
279,1501874283328,0.0,0.156,0.012,-0.0005,1.0,-0.0003,0.0,0.01,-0.00121,0.0,0.0,True
280,1501874283390,0.0,0.156,0.012,-0.0005,1.0,-0.0003,0.0,0.01,-0.00121,0.0,0.0,True
282,1501874283506,0.0,0.156,0.012,-0.0005,1.0,-0.0003,0.0,0.0,-0.00121,0.0,0.0,True
284,1501874283606,0.0,0.156,0.012,-0.0005,1.0,-0.0003,0.0,0.0,-0.00121,0.0,0.0,True
286,1501874283706,0.0,0.156,0.012,-0.0005,1.0,-0.0003,0.0,0.0,-0.00121,0.0,0.0,True
288,1501874283824,0.0,0.156,0.012,-0.0005,1.0,-0.0003,0.0,0.01,-0.00121,0.0,0.0,True
289,1501874283882,0.0,0.156,0.012,-0.0005,1.0,-0.0003,0.0,0.0,-0.00121,0.0,0.0,True
292,1501874284040,0.0,0.156,0.012,-0.0005,1.0,-0.0003,0.0,0.0,-0.00121,0.0,0.0,True
293,1501874284090,0.0,0.156,0.013000000000000001,-0.0005,1.0,-0.0003,0.0,0.01,-0.00121,0.0,0.0,True
295,1501874284191,0.0,0.156,0.013000000000000001,-0.0005,1.0,-0.0003,0.0,0.01,-0.00121,0.0,0.0,True
297,1501874284315,0.0,0.156,0.013000000000000001,-0.0005,1.0,-0.0003,0.0,0.0,-0.00121,0.0,0.0,True
299,1501874284424,0.0,0.156,0.013000000000000001,-0.0005,1.0,-0.0003,0.0,0.01,-0.00121,0.0,0.0,True
301,1501874284524,0.0,0.156,0.013000000000000001,-0.0005,1.0,-0.0003,0.0,0.01,-0.00121,0.0,0.0,True
303,1501874284624,0.0,0.156,0.013000000000000001,-0.0005,1.0,-0.0003,0.0,0.01,-0.00121,0.0,0.0,True
305,1501874284726,0.0,0.156,0.013000000000000001,-0.0005,1.0,-0.0003,0.0,0.01,-0.00121,0.0,0.0,True
307,1501874284841,0.0,0.156,0.013000000000000001,-0.0005,1.0,-0.0003,0.0,0.0,-0.00121,0.0,0.0,True
308,1501874284891,0.0,0.156,0.013000000000000001,-0.0005,1.0,-0.0003,0.0,0.01,-0.00121,0.0,0.0,True
310,1501874285008,0.0,0.156,0.013000000000000001,-0.0005,1.0,-0.0003,0.0,0.0,-0.00121,0.0,0.0,True
312,1501874285124,0.0,0.156,0.013000000000000001,-0.0005,1.0,-0.0003,0.0,0.0,-0.00121,0.0,0.0,True
314,1501874285225,0.0,0.156,0.013000000000000001,-0.0005,1.0,-0.0003,0.0,0.01,-0.00121,0.0,0.0,True
316,1501874285333,0.0,0.156,0.013999999999999999,-0.0005,1.0,-0.0003,0.0,0.01,-0.00121,0.0,0.0,True
317,1501874285391,0.0,0.156,0.013999999999999999,-0.0005,1.0,-0.0003,0.0,0.01,-0.00121,0.0,0.0,True
319,1501874285508,0.0,0.156,0.013999999999999999,-0.0005,1.0,-0.0003,0.0,0.0,-0.00121,0.0,0.0,True
321,1501874285608,0.0,0.156,0.013999999999999999,-0.0005,1.0,-0.0003,0.0,0.0,-0.00121,0.0,0.0,True
323,1501874285709,0.0,0.156,0.013999999999999999,-0.0005,1.0,-0.0003,0.0,0.0,-0.00121,0.0,0.0,True
325,1501874285825,0.0,0.156,0.013999999999999999,-0.0005,1.0,-0.0003,0.0,0.01,-0.00121,0.0,0.0,True
327,1501874285925,0.0,0.156,0.013999999999999999,-0.0005,1.0,-0.0003,0.0,0.01,-0.00121,0.0,0.0,True
329,1501874286042,0.0,0.156,0.013999999999999999,-0.0005,1.0,-0.0003,0.0,0.0,-0.00121,0.0,0.0,True
330,1501874286108,0.0,0.156,0.013999999999999999,-0.0005,1.0,-0.0003,0.0,0.0,-0.00121,0.0,0.0,True
332,1501874286211,0.0,0.156,0.013999999999999999,-0.0005,1.0,-0.0003,0.0,0.0,-0.00121,0.0,0.0,True
333,1501874286276,0.0,0.156,0.013999999999999999,-0.0005,1.0,-0.0003,0.0,0.0,-0.00121,0.0,0.0,True
335,1501874286410,0.0,0.156,0.013999999999999999,-0.0005,1.0,-0.0003,0.0,0.0,-0.00121,0.0,0.0,True
336,1501874286476,0.0,0.156,0.013999999999999999,-0.0005,1.0,-0.0003,0.0,0.0,-0.00121,0.0,0.0,True
338,1501874286592,0.0,0.156,0.015,-0.0005,1.0,-0.0003,0.0,0.01,-0.00121,0.0,0.0,True
340,1501874286731,0.0,0.156,0.015,-0.0005,1.0,-0.0003,0.0,0.0,-0.00121,0.0,0.0,True
341,1501874286793,0.0,0.156,0.015,-0.0005,1.0,-0.0003,0.0,0.01,-0.00121,0.0,0.0,True
343,1501874286909,0.0,0.156,0.015,-0.0005,1.0,-0.0003,0.0,0.0,-0.00121,0.0,0.0,True
345,1501874287010,0.0,0.156,0.015,-0.0005,1.0,-0.0003,0.0,0.0,-0.00121,0.0,0.0,True
347,1501874287110,0.0,0.156,0.015,-0.0005,1.0,-0.0003,0.0,0.0,-0.00121,0.0,0.0,True
