,0,1,2,3,4,5,6,7,8,9,10,11,12
39,1511810906687,0.0,0.156,0.001,-0.0005,1.0,-0.0003,0.0,0.0,0.0,0.0,0.0,True
41,1511810906787,0.0,0.156,0.001,-0.0005,1.0,-0.0003,0.0,0.0,0.0,0.0,0.0,True
43,1511810906903,0.0,0.156,0.001,-0.0005,1.0,-0.0003,0.0,0.01,0.0,0.0,0.0,True
44,1511810906970,0.0,0.156,0.001,-0.0005,1.0,-0.0003,0.0,0.01,0.0,0.0,0.0,True
46,1511810907070,0.0,0.156,0.002,-0.0005,1.0,-0.0003,0.0,0.01,0.0,0.0,0.0,True
48,1511810907170,0.0,0.156,0.002,-0.0005,1.0,-0.0003,0.0,0.01,0.0,0.0,0.0,True
50,1511810907280,0.0,0.156,0.002,-0.0005,1.0,-0.0003,0.0,0.01,0.0,0.0,0.0,True
52,1511810907386,0.0,0.156,0.002,-0.0005,1.0,-0.0003,0.0,0.0,0.0,0.0,0.0,True
54,1511810907503,0.0,0.156,0.002,-0.0005,1.0,-0.0003,0.0,0.01,0.0,0.0,0.0,True
56,1511810907603,0.0,0.156,0.002,-0.0005,1.0,-0.0003,0.0,0.01,0.0,0.0,0.0,True
58,1511810907703,0.0,0.156,0.002,-0.0005,1.0,-0.0003,0.0,0.01,0.0,0.0,0.0,True
60,1511810907808,0.0,0.156,0.002,-0.0005,1.0,-0.0003,0.0,0.01,0.0,0.0,0.0,True
61,1511810907871,0.0,0.156,0.002,-0.0005,1.0,-0.0003,0.0,0.01,0.0,0.0,0.0,True
63,1511810907971,0.0,0.156,0.002,-0.0005,1.0,-0.0003,0.0,0.01,0.0,0.0,0.0,True
65,1511810908073,0.0,0.156,0.002,-0.0005,1.0,-0.0003,0.0,0.01,0.0,0.0,0.0,True
67,1511810908187,0.0,0.156,0.002,-0.0005,1.0,-0.0003,0.0,0.0,0.0,0.0,0.0,True
69,1511810908287,0.0,0.156,0.003,-0.0005,1.0,-0.0003,0.0,0.0,0.0,0.0,0.0,True
71,1511810908388,0.0,0.156,0.003,-0.0005,1.0,-0.0003,0.0,0.0,0.0,0.0,0.0,True
73,1511810908505,0.0,0.156,0.003,-0.0005,1.0,-0.0003,0.0,0.01,0.0,0.0,0.0,True
74,1511810908556,0.0,0.156,0.003,-0.0005,1.0,-0.0003,0.0,0.0,0.0,0.0,0.0,True
76,1511810908689,0.0,0.156,0.003,-0.0005,1.0,-0.0003,0.0,0.0,0.0,0.0,0.0,True
78,1511810908805,0.0,0.156,0.003,-0.0005,1.0,-0.0003,0.0,0.01,0.0,0.0,0.0,True
79,1511810908873,0.0,0.156,0.003,-0.0005,1.0,-0.0003,0.0,0.01,0.0,0.0,0.0,True
81,1511810908989,0.0,0.156,0.003,-0.0005,1.0,-0.0003,0.0,0.0,0.0,0.0,0.0,True
82,1511810909057,0.0,0.156,0.003,-0.0005,1.0,-0.0003,0.0,0.0,0.0,0.0,0.0,True
84,1511810909171,0.0,0.156,0.003,-0.0005,1.0,-0.0003,0.0,0.01,0.0,0.0,0.0,True
86,1511810909302,0.0,0.156,0.003,-0.0005,1.0,-0.0003,0.0,0.0,0.0,0.0,0.0,True
88,1511810909405,0.0,0.156,0.004,-0.0005,1.0,-0.0003,0.0,0.01,0.0,0.0,0.0,True
90,1511810909505,0.0,0.156,0.004,-0.0005,1.0,-0.0003,0.0,0.01,0.0,0.0,0.0,True
92,1511810909606,0.0,0.156,0.004,-0.0005,1.0,-0.0003,0.0,0.01,0.0,0.0,0.0,True
93,1511810909666,0.0,0.156,0.004,-0.0005,1.0,-0.0003,0.0,0.0,0.0,0.0,0.0,True
95,1511810909790,0.0,0.156,0.004,-0.0005,1.0,-0.0003,0.0,0.0,0.0,0.0,0.0,True
96,1511810909841,0.0,0.156,0.004,-0.0005,1.0,-0.0003,0.0,0.0,0.0,0.0,0.0,True
98,1511810909972,0.0,0.156,0.004,-0.0005,1.0,-0.0003,0.0,0.01,0.0,0.0,0.0,True
100,1511810910072,0.0,0.156,0.004,-0.0005,1.0,-0.0003,0.0,0.01,0.0,0.0,0.0,True
102,1511810910172,0.0,0.156,0.004,-0.0005,1.0,-0.0003,0.0,0.01,0.0,0.0,0.0,True
104,1511810910274,0.0,0.156,0.004,-0.0005,1.0,-0.0003,0.0,0.01,0.0,0.0,0.0,True
106,1511810910390,0.0,0.156,0.004,-0.0005,1.0,-0.0003,0.0,0.0,0.0,0.0,0.0,True
108,1511810910490,0.0,0.156,0.004,-0.0005,1.0,-0.0003,0.0,0.0,0.0,0.0,0.0,True
110,1511810910590,0.0,0.156,0.004,-0.0005,1.0,-0.0003,0.0,0.0,0.0,0.0,0.0,True
112,1511810910706,0.0,0.156,0.005,-0.0005,1.0,-0.0003,0.0,0.01,0.0,0.0,0.0,True
114,1511810910810,0.0,0.156,0.005,-0.0005,1.0,-0.0003,0.0,0.01,0.0,0.0,0.0,True
115,1511810910880,0.0,0.156,0.005,-0.0005,1.0,-0.0003,0.0,0.01,0.0,0.0,0.0,True
117,1511810910990,0.0,0.156,0.005,-0.0005,1.0,-0.0003,0.0,0.0,0.0,0.0,0.0,True
119,1511810911107,0.0,0.156,0.005,-0.0005,1.0,-0.0003,0.0,0.01,0.0,0.0,0.0,True
121,1511810911207,0.0,0.156,0.005,-0.0005,1.0,-0.0003,0.0,0.0,0.0,0.0,0.0,True
123,1511810911307,0.0,0.156,0.005,-0.0005,1.0,-0.0003,0.0,0.01,0.0,0.0,0.0,True
124,1511810911358,0.0,0.156,0.005,-0.0005,1.0,-0.0003,0.0,0.0,0.0,0.0,0.0,True
126,1511810911474,0.0,0.156,0.005,-0.0005,1.0,-0.0003,0.0,0.01,0.0,0.0,0.0,True
128,1511810911574,0.0,0.156,0.005,-0.0005,1.0,-0.0003,0.0,0.01,0.0,0.0,0.0,True
130,1511810911691,0.0,0.156,0.005,-0.0005,1.0,-0.0003,0.0,0.0,0.0,0.0,0.0,True
132,1511810911791,0.0,0.156,0.005,-0.0005,1.0,-0.0003,0.0,0.0,0.0,0.0,0.0,True
134,1511810911891,0.0,0.156,0.006,-0.0005,1.0,-0.0003,0.0,0.0,0.0,0.0,0.0,True
136,1511810911991,0.0,0.156,0.006,-0.0005,1.0,-0.0003,0.0,0.0,0.0,0.0,0.0,True
138,1511810912092,0.0,0.156,0.006,-0.0005,1.0,-0.0003,0.0,0.0,0.0,0.0,0.0,True
139,1511810912175,0.0,0.156,0.006,-0.0005,1.0,-0.0003,0.0,0.0,0.0,0.0,0.0,True
141,1511810912275,0.0,0.156,0.006,-0.0005,1.0,-0.0003,0.0,0.01,-0.00147,0.15236896,0.0,True
143,1511810912408,0.0,0.156,0.006,-0.0005,1.0,-0.0003,0.0,0.02,-0.00147,0.41018540000000003,0.0,True
145,1511810912508,0.0,0.156,0.009000000000000001,-0.0005,1.0,-0.0004,0.0,0.14,-0.00147,0.4570611,0.0,True
147,1511810912608,0.0,0.156,0.017,-0.0005,1.0,-0.0004,0.0,0.34,-0.00147,0.4570611,0.0,True
148,1511810912658,0.0,0.156,0.021,-0.0005,1.0,-0.0004,0.0,0.39,-0.00147,0.45706114,0.0,True
151,1511810912809,0.0,0.156,0.043,-0.0005,1.0,-0.0004,0.0001,0.66,-0.00147,0.45706108,0.0,True
153,1511810912909,0.0,0.156,0.065,-0.0005,1.0,-0.0004,0.0001,0.85,-0.00147,0.5039369,0.0,True
154,1511810912970,0.0,0.156,0.078,-0.0005,1.0,-0.0004,0.0001,0.97,-0.00147,0.5625315,0.0,True
156,1511810913092,0.0,0.156,0.124,-0.0005,1.0,-0.0005,0.0002,1.5,-0.00147,0.7265965,0.0,True
158,1511810913192,0.0,0.156,0.17600000000000002,-0.0005,1.0,-0.0006,0.0003,2.21,-0.00147,0.99608606,0.0,True
160,1511810913292,0.0,0.156,0.256,-0.0005,1.0,-0.0009,0.0004,3.42,-0.00143,1.2304647,0.0,True
162,1511810913392,0.0,0.156,0.379,-0.0005,1.0,-0.0011,0.0006,5.16,-0.00143,1.4062486,0.0,True
164,1511810913493,-0.001,0.156,0.556,-0.0005,1.0,-0.0013,0.0009,7.33,-0.00143,1.5,0.0,True
