,name,frameTime,F0final_sma,F0finEnv_sma,voicingFinalUnclipped_sma,jitterLocal_sma,jitterDDP_sma,shimmerLocal_sma,logHNR_sma,sourceQualityMean_sma,sourceQualityRange_sma,audspec_lengthL1norm_sma,audspecRasta_lengthL1norm_sma,pcm_RMSenergy_sma,pcm_zcr_sma,audSpec_Rfilt_sma[0],audSpec_Rfilt_sma[1],audSpec_Rfilt_sma[2],audSpec_Rfilt_sma[3],audSpec_Rfilt_sma[4],audSpec_Rfilt_sma[5],audSpec_Rfilt_sma[6],audSpec_Rfilt_sma[7],audSpec_Rfilt_sma[8],audSpec_Rfilt_sma[9],audSpec_Rfilt_sma[10],audSpec_Rfilt_sma[11],audSpec_Rfilt_sma[12],audSpec_Rfilt_sma[13],audSpec_Rfilt_sma[14],audSpec_Rfilt_sma[15],audSpec_Rfilt_sma[16],audSpec_Rfilt_sma[17],audSpec_Rfilt_sma[18],audSpec_Rfilt_sma[19],audSpec_Rfilt_sma[20],audSpec_Rfilt_sma[21],audSpec_Rfilt_sma[22],audSpec_Rfilt_sma[23],audSpec_Rfilt_sma[24],audSpec_Rfilt_sma[25],pcm_intensity_sma,pcm_loudness_sma,F0final_sma_ff0
0,'unknown',0.0,72.60337,72.60337,0.7677345999999999,0.0,0.0,0.0,-4.0267800000000005,0.11066720000000001,0.21815610000000002,0.9643106,0.9883412,0.001591253,0.1300232,0.1292162,0.2720484,0.41952790000000006,0.5544473000000001,0.6697289000000001,0.7658961,0.8470284,0.9178291999999999,0.9822495000000001,1.043099,1.102099,1.1600700000000002,1.217131,1.272837,1.3262120000000002,1.375581,1.418056,1.448481,1.457878,1.432704,1.358746,1.23234,1.0691549999999999,0.8959275999999999,0.7342484,0.5943311,2.954654e-12,0.0101664,72.60337
1,'unknown',0.1,72.99502,72.99502,0.7647913000000001,0.0,0.0,0.1281502,-3.830862,0.23095839999999998,0.3224877,0.8653582000000001,0.9883412,0.0017323360000000001,0.07662037,0.1292162,0.2720484,0.41952790000000006,0.5544473000000001,0.6697289000000001,0.7658961,0.8470284,0.9178291999999999,0.9822495000000001,1.043099,1.102099,1.1600700000000002,1.217131,1.272837,1.3262120000000002,1.375581,1.418056,1.448481,1.457878,1.432704,1.358746,1.23234,1.0691549999999999,0.8959275999999999,0.7342484,0.5943311,2.983402e-12,0.01269918,72.99502
2,'unknown',0.2,73.19436,73.19436,0.7669355999999999,0.15467550000000002,0.0,0.1261742,-5.6211709999999995,0.2104715,0.472383,0.7701866999999999,0.9883412,0.0018578529999999998,0.02333333,0.1292162,0.2720484,0.41952790000000006,0.5544473000000001,0.6697289000000001,0.7658961,0.8470284,0.9178291999999999,0.9822495000000001,1.043099,1.102099,1.1600700000000002,1.217131,1.272837,1.3262120000000002,1.375581,1.418056,1.448481,1.457878,1.432704,1.358746,1.23234,1.0691549999999999,0.8959275999999999,0.7342484,0.5943311,2.2663e-11,0.03065561,73.19436
3,'unknown',0.3,73.13072,73.13072,0.7701956999999999,0.15467550000000002,0.0,0.1222222,-38.07812,0.1409011,0.5140446,0.7632563,0.9883412,0.00177929,0.024375,0.1292162,0.2720484,0.41952790000000006,0.5544473000000001,0.6697289000000001,0.7658961,0.8470284,0.9178291999999999,0.9822495000000001,1.043099,1.102099,1.1600700000000002,1.217131,1.272837,1.3262120000000002,1.375581,1.418056,1.448481,1.457878,1.432704,1.358746,1.23234,1.0691549999999999,0.8959275999999999,0.7342484,0.5943311,1.094564e-10,0.04879808,73.13072
4,'unknown',0.4,0.0,0.0,0.0,0.0,0.0,0.0,-70.03217,0.0,0.0,0.7600121,0.9864385,0.0016106,0.02891204,0.1300327,0.2732393,0.41477250000000004,0.5543378999999999,0.6742561,0.7663946,0.8415176,0.9088774,0.9721896999999999,1.028786,1.0931629999999999,1.159818,1.215334,1.2771709999999998,1.3216860000000001,1.371972,1.4126940000000001,1.454943,1.461299,1.427499,1.35495,1.235829,1.066438,0.8948161,0.7376754,0.5977075,1.232426e-10,0.06241336,0.0
5,'unknown',0.5,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.7871300999999999,0.9919931000000001,0.001716748,0.03298611,0.1321464,0.27393520000000005,0.4130937,0.5608825,0.6823781,0.7633783000000001,0.8360084000000001,0.9178625,0.9828818000000001,1.0389469999999998,1.115772,1.1596600000000001,1.214731,1.28888,1.331245,1.36516,1.417649,1.465207,1.4672049999999999,1.439147,1.3783860000000001,1.239751,1.072535,0.8953981,0.7402671999999999,0.5993121,1.167903e-10,0.06039576,0.0
6,'unknown',0.6,0.0,0.0,0.0,0.0,0.0,0.0,-68.87433,0.0,0.0,1.102998,1.019352,0.002031297,0.03412037,0.132601,0.2719018,0.4137393,0.5599861999999999,0.6793515999999999,0.7614012,0.8415864,0.9232469999999999,0.9988943000000001,1.101992,1.180274,1.209417,1.2639280000000002,1.339344,1.399297,1.41313,1.436549,1.466066,1.4962520000000001,1.503051,1.444288,1.2931469999999998,1.107114,0.9191322000000001,0.7506703,0.5967856,3.917073e-11,0.04761636,0.0
7,'unknown',0.7,69.98331999999999,69.98331999999999,0.7011185999999999,0.0,0.0,0.0,-38.98296,0.01337431,0.7608098000000001,1.4315930000000001,1.012848,0.002450602,0.03256944,0.1305688,0.2682731,0.4143093,0.554703,0.6704696,0.7610903,0.8516068000000001,0.9233496999999999,0.9969624,1.088403,1.1539139999999999,1.200696,1.2567620000000002,1.320503,1.39689,1.427163,1.446259,1.454566,1.485729,1.488002,1.41818,1.2736299999999998,1.096451,0.9172491,0.7447698,0.5935467,3.678465e-11,0.04672346,69.98331999999999
8,'unknown',0.8,69.63385,69.63385,0.7025732,0.0,0.0,0.0,-7.665638,0.08400955,0.581126,1.4396950000000002,0.9690204,0.00239264,0.03208333,0.128505,0.2740958,0.41628859999999995,0.5479929,0.6641814,0.7652760999999999,0.8482526,0.9022669,0.9651708000000001,1.004739,1.056345,1.147061,1.196382,1.235303,1.298565,1.3563120000000002,1.4035549999999999,1.4318520000000001,1.422135,1.3909479999999999,1.307493,1.195337,1.039279,0.8813416,0.7246659000000001,0.591182,4.069437e-11,0.04801107,69.63385
9,'unknown',0.9,69.0617,69.0617,0.7090218,0.0,0.0,0.0,-38.791309999999996,0.08252658,0.42531080000000004,1.124815,0.9623681999999999,0.002071461,0.03018519,0.1271145,0.2751406,0.41827840000000005,0.5477436,0.6653895000000001,0.7683916999999999,0.8423269,0.9061235999999999,0.9655743,1.002483,1.05124,1.116298,1.1759540000000002,1.229196,1.260501,1.333387,1.3921729999999999,1.440137,1.421557,1.375541,1.293455,1.1876120000000001,1.03483,0.8727763000000001,0.7240251999999999,0.5943242,3.412705e-11,0.04477194,69.0617
