,name,frameTime,F0final_sma,F0finEnv_sma,voicingFinalUnclipped_sma,jitterLocal_sma,jitterDDP_sma,shimmerLocal_sma,logHNR_sma,sourceQualityMean_sma,sourceQualityRange_sma,audspec_lengthL1norm_sma,audspecRasta_lengthL1norm_sma,pcm_RMSenergy_sma,pcm_zcr_sma,audSpec_Rfilt_sma[0],audSpec_Rfilt_sma[1],audSpec_Rfilt_sma[2],audSpec_Rfilt_sma[3],audSpec_Rfilt_sma[4],audSpec_Rfilt_sma[5],audSpec_Rfilt_sma[6],audSpec_Rfilt_sma[7],audSpec_Rfilt_sma[8],audSpec_Rfilt_sma[9],audSpec_Rfilt_sma[10],audSpec_Rfilt_sma[11],audSpec_Rfilt_sma[12],audSpec_Rfilt_sma[13],audSpec_Rfilt_sma[14],audSpec_Rfilt_sma[15],audSpec_Rfilt_sma[16],audSpec_Rfilt_sma[17],audSpec_Rfilt_sma[18],audSpec_Rfilt_sma[19],audSpec_Rfilt_sma[20],audSpec_Rfilt_sma[21],audSpec_Rfilt_sma[22],audSpec_Rfilt_sma[23],audSpec_Rfilt_sma[24],audSpec_Rfilt_sma[25],pcm_intensity_sma,pcm_loudness_sma,F0final_sma_ff0
0,'unknown',0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.7416159999999999,0.9883412,0.001359679,0.13094909999999998,0.1292162,0.2720484,0.41952790000000006,0.5544473000000001,0.6697289000000001,0.7658961,0.8470284,0.9178291999999999,0.9822495000000001,1.043099,1.102099,1.1600700000000002,1.217131,1.272837,1.3262120000000002,1.375581,1.418056,1.448481,1.457878,1.432704,1.358746,1.23234,1.0691549999999999,0.8959275999999999,0.7342484,0.5943311,2.3423220000000002e-11,0.01891948,0.0
1,'unknown',0.1,0.0,0.0,0.0,0.0,0.0,0.0,-67.80669,0.0,0.0,0.7567094,0.9883412,0.001597744,0.07796296,0.1292162,0.2720484,0.41952790000000006,0.5544473000000001,0.6697289000000001,0.7658961,0.8470284,0.9178291999999999,0.9822495000000001,1.043099,1.102099,1.1600700000000002,1.217131,1.272837,1.3262120000000002,1.375581,1.418056,1.448481,1.457878,1.432704,1.358746,1.23234,1.0691549999999999,0.8959275999999999,0.7342484,0.5943311,2.4857429999999998e-11,0.0271041,0.0
2,'unknown',0.2,73.46857,73.46857,0.7413647,0.0,0.0,0.0,-38.60429,0.1349293,0.3555204,0.7624310999999999,0.9883412,0.0018171020000000001,0.02627315,0.1292162,0.2720484,0.41952790000000006,0.5544473000000001,0.6697289000000001,0.7658961,0.8470284,0.9178291999999999,0.9822495000000001,1.043099,1.102099,1.1600700000000002,1.217131,1.272837,1.3262120000000002,1.375581,1.418056,1.448481,1.457878,1.432704,1.358746,1.23234,1.0691549999999999,0.8959275999999999,0.7342484,0.5943311,4.115115e-11,0.04407173,73.46857
3,'unknown',0.3,73.46857,73.46857,0.7413647,0.0,0.0,0.0,-38.60429,0.1349293,0.3555204,0.7563681,0.9883412,0.001784684,0.02777778,0.1292162,0.2720484,0.41952790000000006,0.5544473000000001,0.6697289000000001,0.7658961,0.8470284,0.9178291999999999,0.9822495000000001,1.043099,1.102099,1.1600700000000002,1.217131,1.272837,1.3262120000000002,1.375581,1.418056,1.448481,1.457878,1.432704,1.358746,1.23234,1.0691549999999999,0.8959275999999999,0.7342484,0.5943311,1.788764e-11,0.02938883,73.46857
4,'unknown',0.4,0.0,0.0,0.0,0.0,0.0,0.0,-70.7976,0.0,0.0,0.7494947,0.9918745000000001,0.001584245,0.03182871,0.1315164,0.2745967,0.4211705,0.5547225,0.6755675999999999,0.765836,0.8552641,0.9220884,0.9902433,1.0495430000000001,1.106966,1.174172,1.232666,1.2777610000000001,1.335018,1.3720649999999999,1.416671,1.449581,1.4553770000000001,1.433724,1.360761,1.231881,1.069292,0.8991773000000001,0.7346117,0.5984632,1.7810970000000002e-11,0.02925505,0.0
5,'unknown',0.5,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.7470861999999999,0.9915835999999999,0.0014916870000000002,0.03259259,0.13424439999999999,0.2736064,0.4262237,0.5545361999999999,0.6722894,0.7628239,0.8466733,0.9080597,0.9964120999999999,1.0504959999999999,1.114227,1.170825,1.2382870000000001,1.291045,1.3403909999999999,1.370183,1.4102649999999999,1.442576,1.452028,1.440345,1.351704,1.226269,1.070229,0.9026155999999999,0.7355003000000001,0.5993173,1.887784e-12,0.01774076,0.0
6,'unknown',0.6,0.0,0.0,0.0,0.0,0.0,0.0,-68.79964,0.0,0.0,0.7529283,0.9905809000000001,0.001624156,0.02884259,0.13432470000000002,0.27584790000000003,0.4257984,0.5512905,0.6698531999999999,0.7602429,0.8422752,0.9074974,0.9942926,1.04513,1.1099620000000001,1.160183,1.227282,1.293342,1.3433959999999998,1.373915,1.408562,1.448286,1.455381,1.439965,1.352687,1.22522,1.069725,0.9026301999999999,0.7395141,0.5984978,2.1407670000000003e-11,0.0314606,0.0
7,'unknown',0.7,72.27493,72.27493,0.7781589,0.0,0.0,0.1168385,-38.85658,0.05665445,0.5835467,0.7601852,0.9885332,0.0018460389999999998,0.02395833,0.13134520000000002,0.2750847,0.42503599999999997,0.5608204999999999,0.6679567,0.7606890000000001,0.8448684000000001,0.9117175999999999,0.9911365,1.0492059999999999,1.1076409999999999,1.150992,1.213588,1.279973,1.332234,1.381249,1.4090340000000001,1.442662,1.452814,1.436978,1.355489,1.225247,1.068199,0.8973711999999999,0.7368379,0.5936943,1.727371e-10,0.05661111,72.27493
8,'unknown',0.8,68.65871,68.65871,0.7660138000000001,0.0,0.0,0.08215672,-7.659892999999999,0.07526919,0.7131006999999999,0.7725685999999999,0.9882639000000001,0.0019299,0.02238426,0.1268668,0.2708673,0.4252776,0.5609871,0.6703284,0.7640371,0.8497901,0.9252351000000001,0.9795004,1.048043,1.100319,1.159772,1.2160520000000001,1.266131,1.325993,1.386774,1.416636,1.440328,1.452373,1.43099,1.3594950000000001,1.234048,1.068232,0.8945941999999999,0.7313352,0.5908594,1.735708e-10,0.0589243,68.65871
9,'unknown',0.9,66.73889,66.73889,0.7574699,0.11133820000000001,0.0,0.06481583,-38.86025,0.02975872,0.8073914000000001,0.7855167,0.9888251,0.001823183,0.02335648,0.1271075,0.271165,0.4259686,0.5593429,0.672128,0.7661238,0.8482985000000001,0.9259394,0.9800324,1.04401,1.100827,1.165706,1.220081,1.265087,1.319245,1.380508,1.421567,1.447746,1.459519,1.428958,1.359059,1.236618,1.066725,0.8941325999999999,0.7293301,0.5942286,1.973741e-10,0.06374563,66.73889
