,0,1,2,3,4,5,6,7,8,9,10,11,12
352,1508505268175,0.0,0.156,0.013999999999999999,-0.0005,1.0,-0.0003,0.0,0.0,0.00144,0.0,0.0,True
353,1508505268241,0.0,0.156,0.015,-0.0005,1.0,-0.0003,0.0,0.0,0.00144,0.0,0.0,True
355,1508505268358,0.0,0.156,0.015,-0.0005,1.0,-0.0003,0.0,0.01,0.00144,0.0,0.0,True
357,1508505268459,0.0,0.156,0.015,-0.0005,1.0,-0.0003,0.0,0.01,0.00144,0.0,0.0,True
359,1508505268576,0.0,0.156,0.015,-0.0005,1.0,-0.0003,0.0,0.0,0.00144,0.0,0.0,True
360,1508505268642,0.0,0.156,0.015,-0.0005,1.0,-0.0003,0.0,0.0,0.00144,0.0,0.0,True
362,1508505268742,0.0,0.156,0.015,-0.0005,1.0,-0.0003,0.0,0.0,0.00144,0.0,0.0,True
364,1508505268859,0.0,0.156,0.015,-0.0005,1.0,-0.0003,0.0,0.01,0.00144,0.0,0.0,True
366,1508505268959,0.0,0.156,0.015,-0.0005,1.0,-0.0003,0.0,0.01,0.00144,0.0,0.0,True
368,1508505269065,0.0,0.156,0.015,-0.0005,1.0,-0.0003,0.0,0.0,0.00144,0.0,0.0,True
370,1508505269173,0.0,0.156,0.015,-0.0005,1.0,-0.0003,0.0,0.0,0.00144,0.0,0.0,True
372,1508505269274,0.0,0.156,0.015,-0.0005,1.0,-0.0003,0.0,0.0,0.00144,0.0,0.0,True
374,1508505269374,0.0,0.156,0.016,-0.0005,1.0,-0.0003,0.0,0.0,0.00144,0.0,0.0,True
376,1508505269474,0.0,0.156,0.016,-0.0005,1.0,-0.0003,0.0,0.0,0.00144,0.0,0.0,True
378,1508505269574,0.0,0.156,0.016,-0.0005,1.0,-0.0003,0.0,0.0,0.00144,0.0,0.0,True
380,1508505269674,0.0,0.156,0.016,-0.0005,1.0,-0.0003,0.0,0.0,0.00144,0.0,0.0,True
382,1508505269774,0.0,0.156,0.016,-0.0005,1.0,-0.0003,0.0,0.0,0.00144,0.0,0.0,True
384,1508505269874,0.0,0.156,0.016,-0.0005,1.0,-0.0003,0.0,0.0,0.00144,0.0,0.0,True
386,1508505269974,0.0,0.156,0.016,-0.0005,1.0,-0.0003,0.0,0.0,0.00144,0.0,0.0,True
388,1508505270075,0.0,0.156,0.016,-0.0005,1.0,-0.0003,0.0,0.0,0.00144,0.0,0.0,True
390,1508505270175,0.0,0.156,0.016,-0.0005,1.0,-0.0003,0.0,0.0,0.00144,0.0,0.0,True
392,1508505270275,0.0,0.156,0.016,-0.0005,1.0,-0.0003,0.0,0.0,0.00144,0.0,0.0,True
394,1508505270375,0.0,0.156,0.016,-0.0005,1.0,-0.0003,0.0,0.0,0.00144,0.0,0.0,True
396,1508505270475,0.0,0.156,0.016,-0.0005,1.0,-0.0003,0.0,0.0,0.00144,0.0,0.0,True
398,1508505270575,0.0,0.156,0.017,-0.0005,1.0,-0.0003,0.0,0.0,0.00144,0.0,0.0,True
400,1508505270675,0.0,0.156,0.017,-0.0005,1.0,-0.0003,0.0,0.0,0.00144,0.0,0.0,True
402,1508505270775,0.0,0.156,0.017,-0.0005,1.0,-0.0003,0.0,0.0,0.00144,0.0,0.0,True
404,1508505270876,0.0,0.156,0.017,-0.0005,1.0,-0.0003,0.0,0.0,0.00144,0.0,0.0,True
406,1508505270976,0.0,0.156,0.017,-0.0005,1.0,-0.0003,0.0,0.0,0.00144,0.0,0.0,True
408,1508505271076,0.0,0.156,0.017,-0.0005,1.0,-0.0003,0.0,0.0,0.00144,0.0,0.0,True
410,1508505271176,0.0,0.156,0.017,-0.0005,1.0,-0.0003,0.0,0.0,0.00144,0.0,0.0,True
412,1508505271276,0.0,0.156,0.017,-0.0005,1.0,-0.0003,0.0,0.0,0.00144,0.0,0.0,True
