,0,1,2,3,4,5,6,7,8,9,10,11,12
413,1509128164366,0.0,0.156,0.018000000000000002,-0.0005,1.0,-0.0003,0.0,0.01,0.00119,0.0,0.0,True
415,1509128164466,0.0,0.156,0.018000000000000002,-0.0005,1.0,-0.0003,0.0,0.01,0.00119,0.0,0.0,True
416,1509128164517,0.0,0.156,0.018000000000000002,-0.0005,1.0,-0.0003,0.0,0.01,0.00119,0.0,0.0,True
418,1509128164632,0.0,0.156,0.018000000000000002,-0.0005,1.0,-0.0003,0.0,0.01,0.00119,0.0,0.0,True
420,1509128164733,0.0,0.156,0.018000000000000002,-0.0005,1.0,-0.0003,0.0,0.01,0.00119,0.0,0.0,True
422,1509128164850,0.0,0.156,0.018000000000000002,-0.0005,1.0,-0.0003,0.0,0.0,0.00119,0.0,0.0,True
424,1509128164967,0.0,0.156,0.018000000000000002,-0.0005,1.0,-0.0003,0.0,0.0,0.00119,0.0,0.0,True
425,1509128165017,0.0,0.156,0.018000000000000002,-0.0005,1.0,-0.0003,0.0,0.01,0.00119,0.0,0.0,True
427,1509128165133,0.0,0.156,0.018000000000000002,-0.0005,1.0,-0.0003,0.0,0.01,0.00119,0.0,0.0,True
429,1509128165235,0.0,0.156,0.018000000000000002,-0.0005,1.0,-0.0003,0.0,0.0,0.00119,0.0,0.0,True
431,1509128165350,0.0,0.156,0.019,-0.0005,1.0,-0.0003,0.0,0.01,0.00119,0.0,0.0,True
433,1509128165450,0.0,0.156,0.019,-0.0005,1.0,-0.0003,0.0,0.01,0.00119,0.0,0.0,True
435,1509128165550,0.0,0.156,0.019,-0.0005,1.0,-0.0003,0.0,0.01,0.00119,0.0,0.0,True
437,1509128165651,0.0,0.156,0.019,-0.0005,1.0,-0.0003,0.0,0.01,0.00119,0.0,0.0,True
439,1509128165762,0.0,0.156,0.019,-0.0005,1.0,-0.0003,0.0,0.01,0.00119,0.0,0.0,True
440,1509128165817,0.0,0.156,0.019,-0.0005,1.0,-0.0003,0.0,0.01,0.00119,0.0,0.0,True
442,1509128165934,0.0,0.156,0.019,-0.0005,1.0,-0.0003,0.0,0.0,0.00119,0.0,0.0,True
444,1509128166051,0.0,0.156,0.019,-0.0005,1.0,-0.0003,0.0,0.01,0.00119,0.0,0.0,True
446,1509128166151,0.0,0.156,0.019,-0.0005,1.0,-0.0003,0.0,0.01,0.00119,0.0,0.0,True
448,1509128166251,0.0,0.156,0.019,-0.0005,1.0,-0.0003,0.0,0.01,0.00119,0.0,0.0,True
450,1509128166367,0.0,0.156,0.019,-0.0005,1.0,-0.0003,0.0,0.0,0.00119,0.0,0.0,True
451,1509128166418,0.0,0.156,0.019,-0.0005,1.0,-0.0003,0.0,0.01,0.00119,0.0,0.0,True
453,1509128166534,0.0,0.156,0.019,-0.0005,1.0,-0.0003,0.0,0.0,0.00119,0.0,0.0,True
455,1509128166636,0.0,0.156,0.02,-0.0005,1.0,-0.0003,0.0,0.0,0.00119,0.0,0.0,True
457,1509128166752,0.0,0.156,0.02,-0.0005,1.0,-0.0003,0.0,0.01,0.00119,0.0,0.0,True
459,1509128166868,0.0,0.156,0.02,-0.0005,1.0,-0.0003,0.0,0.0,0.00119,0.0,0.0,True
460,1509128166918,0.0,0.156,0.02,-0.0005,1.0,-0.0003,0.0,0.01,0.00119,0.0,0.0,True
462,1509128167035,0.0,0.156,0.02,-0.0005,1.0,-0.0003,0.0,0.0,0.00119,0.0,0.0,True
464,1509128167135,0.0,0.156,0.02,-0.0005,1.0,-0.0003,0.0,0.0,0.00119,0.0,0.0,True
466,1509128167268,0.0,0.156,0.02,-0.0005,1.0,-0.0003,0.0,0.0,0.00119,0.0,0.0,True
467,1509128167319,0.0,0.156,0.02,-0.0005,1.0,-0.0003,0.0,0.01,0.00119,0.0,0.0,True
469,1509128167435,0.0,0.156,0.02,-0.0005,1.0,-0.0003,0.0,0.0,0.00119,0.0,0.0,True
471,1509128167536,0.0,0.156,0.02,-0.0005,1.0,-0.0003,0.0,0.0,0.00119,0.0,0.0,True
473,1509128167636,0.0,0.156,0.02,-0.0005,1.0,-0.0003,0.0,0.0,0.00119,0.0,0.0,True
475,1509128167755,0.0,0.156,0.021,-0.0005,1.0,-0.0003,0.0,0.01,0.00119,0.0,0.0,True
476,1509128167819,0.0,0.156,0.021,-0.0005,1.0,-0.0003,0.0,0.01,0.00119,0.0,0.0,True
479,1509128167970,0.0,0.156,0.021,-0.0005,1.0,-0.0003,0.0,0.0,0.00119,0.0,0.0,True
480,1509128168036,0.0,0.156,0.021,-0.0005,1.0,-0.0003,0.0,0.0,0.00119,0.0,0.0,True
482,1509128168152,0.0,0.156,0.021,-0.0005,1.0,-0.0003,0.0,0.01,0.00119,0.0,0.0,True
484,1509128168253,0.0,0.156,0.021,-0.0005,1.0,-0.0003,0.0,0.01,0.00119,0.0,0.0,True
486,1509128168370,0.0,0.156,0.021,-0.0005,1.0,-0.0003,0.0,0.0,0.00119,0.0,0.0,True
488,1509128168470,0.0,0.156,0.021,-0.0005,1.0,-0.0003,0.0,0.0,0.00119,0.0,0.0,True
489,1509128168520,0.0,0.156,0.021,-0.0005,1.0,-0.0003,0.0,0.01,0.00119,0.0,0.0,True
491,1509128168620,0.0,0.156,0.021,-0.0005,1.0,-0.0003,0.0,0.01,0.00119,0.0,0.0,True
493,1509128168725,0.0,0.156,0.021,-0.0005,1.0,-0.0003,0.0,0.01,0.00119,0.0,0.0,True
495,1509128168837,0.0,0.156,0.021,-0.0005,1.0,-0.0003,0.0,0.0,0.00119,0.0,0.0,True
497,1509128168953,0.0,0.156,0.022000000000000002,-0.0005,1.0,-0.0003,0.0,0.01,0.00119,0.0,0.0,True
499,1509128169054,0.0,0.156,0.022000000000000002,-0.0005,1.0,-0.0003,0.0,0.01,0.00119,0.0,0.0,True
501,1509128169157,0.0,0.156,0.022000000000000002,-0.0005,1.0,-0.0003,0.0,0.01,0.00119,0.0,0.0,True
503,1509128169271,0.0,0.156,0.022000000000000002,-0.0005,1.0,-0.0003,0.0,0.0,0.00119,0.0,0.0,True
504,1509128169321,0.0,0.156,0.022000000000000002,-0.0005,1.0,-0.0003,0.0,0.01,0.00119,0.0,0.0,True
506,1509128169441,0.0,0.156,0.022000000000000002,-0.0005,1.0,-0.0003,0.0,0.0,0.00119,0.0,0.0,True
508,1509128169554,0.0,0.156,0.022000000000000002,-0.0005,1.0,-0.0003,0.0,0.01,0.00119,0.0,0.0,True
