,0,1,2,3,4,5,6,7,8,9,10,11,12
203,1488743420336,0.0,0.156,0.009000000000000001,-0.0005,1.0,-0.0003,0.0,0.0,0.0015,0.0,0.0,True
205,1488743420437,0.0,0.156,0.009000000000000001,-0.0005,1.0,-0.0003,0.0,0.0,0.0015,0.0,0.0,True
206,1488743420503,0.0,0.156,0.009000000000000001,-0.0005,1.0,-0.0003,0.0,0.0,0.0015,0.0,0.0,True
208,1488743420604,0.0,0.156,0.009000000000000001,-0.0005,1.0,-0.0003,0.0,0.0,0.0015,0.0,0.0,True
211,1488743420754,0.0,0.156,0.009000000000000001,-0.0005,1.0,-0.0003,0.0,0.01,0.0015,0.0,0.0,True
212,1488743420804,0.0,0.156,0.009000000000000001,-0.0005,1.0,-0.0003,0.0,0.0,0.0015,0.0,0.0,True
214,1488743420904,0.0,0.156,0.009000000000000001,-0.0005,1.0,-0.0003,0.0,0.0,0.0015,0.0,0.0,True
216,1488743421037,0.0,0.156,0.009000000000000001,-0.0005,1.0,-0.0003,0.0,0.0,0.0015,0.0,0.0,True
218,1488743421154,0.0,0.156,0.009000000000000001,-0.0005,1.0,-0.0003,0.0,0.0,0.0015,0.0,0.0,True
219,1488743421204,0.0,0.156,0.009000000000000001,-0.0005,1.0,-0.0003,0.0,0.0,0.0015,0.0,0.0,True
221,1488743421304,0.0,0.156,0.009000000000000001,-0.0005,1.0,-0.0003,0.0,0.01,0.0015,0.0,0.0,True
223,1488743421404,0.0,0.156,0.009000000000000001,-0.0005,1.0,-0.0003,0.0,0.0,0.0015,0.0,0.0,True
225,1488743421505,0.0,0.156,0.01,-0.0005,1.0,-0.0003,0.0,0.0,0.0015,0.0,0.0,True
227,1488743421638,0.0,0.156,0.01,-0.0005,1.0,-0.0003,0.0,0.0,0.0015,0.0,0.0,True
229,1488743421738,0.0,0.156,0.01,-0.0005,1.0,-0.0003,0.0,0.01,0.0015,0.0,0.0,True
231,1488743421838,0.0,0.156,0.01,-0.0005,1.0,-0.0003,0.0,0.01,0.0015,0.0,0.0,True
233,1488743421938,0.0,0.156,0.01,-0.0005,1.0,-0.0003,0.0,0.01,0.0015,0.0,0.0,True
235,1488743422038,0.0,0.156,0.01,-0.0005,1.0,-0.0003,0.0,0.01,0.0015,0.0,0.0,True
237,1488743422138,0.0,0.156,0.01,-0.0005,1.0,-0.0003,0.0,0.01,0.0015,0.0,0.0,True
238,1488743422210,0.0,0.156,0.01,-0.0005,1.0,-0.0003,0.0,0.0,0.0015,0.0,0.0,True
240,1488743422322,0.0,0.156,0.01,-0.0005,1.0,-0.0003,0.0,0.0,0.0015,0.0,0.0,True
242,1488743422422,0.0,0.156,0.01,-0.0005,1.0,-0.0003,0.0,0.0,0.0015,0.0,0.0,True
244,1488743422523,0.0,0.156,0.01,-0.0005,1.0,-0.0003,0.0,0.0,0.0015,0.0,0.0,True
245,1488743422589,0.0,0.156,0.01,-0.0005,1.0,-0.0003,0.0,0.0,0.0015,0.0,0.0,True
